# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 212544 233542 86341 233542
-0.99747191445 -6377039.22059 0.741356723614 209459 233875 93142 238015
-1.96513535326 -3023214.01584 0.533591122844 206953 234047 89153 241276
-2.96284282037 -1643205.6379 0.343773866635 204896 234324 85687 240999
-3.98038164952 -910717.50558 0.212969658135 202920 234060 85356 239918
-4.99756386401 -508537.185193 0.162614991638 200513 233279 84995 238578
-6.0140070494 -291822.418122 0.00305434431319 198556 233299 90048 238450
-7.00040928011 -177503.812457 0.880222122664 197073 233273 91800 238700
-7.97723593313 -116422.022574 0.428909863832 195803 232839 88140 237636
-8.97300987445 -78360.0948201 0.936922854762 194464 232516 86541 237598
-9.9781295314 -54396.0179473 0.516060331488 193078 232085 75715 237021
-11.0482810251 -37260.8273532 0.775168542316 191888 231974 77962 236355
-12.1028620607 -26520.8680663 0.129066363891 190440 231818 79761 236339
-13.1462427108 -19141.4161067 0.620123077044 189208 231822 81332 235861
-14.178934002 -14161.7895832 0.0994468442627 187540 231560 87434 235684
-15.1746187091 -10788.3030112 0.491672320237 186184 232008 90323 237007
-16.1562983484 -8387.90400496 0.645626368453 185927 232704 93289 238447
-17.1240594587 -6629.32630251 0.365535726739 184408 232161 91624 237626
-18.0995719293 -5290.45346786 0.302233976285 183142 231668 91596 236998
-19.0738829411 -4277.14764136 0.821143583744 182283 231359 84868 236578
-20.0867490636 -3471.21075271 0.902124073346 181750 231798 86300 236612
-21.0911572858 -2883.39446058 0.80350224141 180872 232297 82673 238094
-22.1205329794 -2440.00244403 0.722154971789 178921 232570 78511 238760
-23.1769084594 -2134.68630137 0.831113554599 176868 232676 81863 238002
-24.2110080522 -1940.65473388 0.249353907519 174116 232609 82955 237209
-25.2367567525 -1809.0703053 0.805311104025 171507 232789 83561 238187
-26.2609642945 -1716.76915775 0.472600107287 168754 233308 81758 238936
-27.2977251734 -1651.44156103 0.834260839215 164590 233167 87255 238253
-28.3000431077 -1607.57524501 0.590703709595 159866 232808 85316 238281
-29.3139261002 -1574.99901741 0.502879887417 155007 232513 83125 237576
-30.3394424657 -1549.96034391 0.679320158506 149538 232514 86069 237736
-31.3476614025 -1531.32542742 0.656551518374 144731 232756 86107 237991
-32.356207199 -1516.37464006 0.678498108767 138812 232983 90781 238561
-33.3386046452 -1504.05745059 0.00311328808642 135432 233544 99205 240121
-34.2768375872 -1493.82001582 0.815618058177 132525 233843 96558 241745
-35.2332607365 -1484.65303223 0.263518118597 130413 233869 90289 241304
-36.2244230293 -1475.95174 0.489387231699 127818 234195 92983 241172
-37.1998090322 -1468.68479342 0.450092582583 125620 234285 86713 241734
-38.2128381167 -1461.7506128 0.0339551333398 124114 234876 89110 242319
-39.2130375383 -1455.72867351 0.675678891742 121913 234815 94476 242257
-40.1822717594 -1450.56122376 0.259952881966 119585 235029 83203 242913
-41.2188225987 -1445.06886203 0.70481265912 117216 235485 90028 243005
-42.2151507456 -1439.91935358 0.444384173476 115849 236332 91923 245377
-43.2056105064 -1434.21598284 0.458066710879 114997 236795 105067 246577
-44.1258764656 -1427.56690978 0.563223176904 114964 237242 85486 246692
-45.1567917714 -1417.23863051 0.173222588943 113906 236957 87883 243711
-46.1671600439 -1407.13584049 0.545144344197 112340 236225 96486 242589
-47.1257979602 -1398.00767209 0.544454054258 111777 236101 91869 243006
-48.1114993446 -1388.33115779 0.462160383925 111132 236232 89950 243708
-49.1097857987 -1378.21218985 0.0318584409304 110704 236307 89598 243633
-50.1099578555 -1367.74146842 0.0197448518924 109882 236691 86885 244551
-51.1280049325 -1356.87286476 0.821064882429 109864 236930 92986 245201
-52.1120051141 -1346.02388222 0.803072148076 109518 237356 97092 246190
-53.0749530361 -1335.034058 0.82389115329 108801 237610 93135 246958
-54.0618441513 -1322.55542818 0.64098502422 108545 238219 96076 247688
-55.0336565608 -1310.19644379 0.431997146336 107335 238291 94760 247961
-56.0134547476 -1297.45120156 0.450231197901 107187 238878 96225 249064
-56.9873473722 -1284.36702106 0.134419056547 106513 238528 91139 248327
-57.988588811 -1270.16474741 0.273780382952 105190 238548 91750 247954
-58.9855221004 -1255.95864053 0.907920815205 104225 238537 93810 247185
-59.9690544302 -1241.9771318 0.0608913592573 103707 238219 92046 246788
-60.9618124076 -1227.96695226 0.226570903044 103000 238573 93481 246961
-61.9467391515 -1214.44336609 0.112063203463 102210 238938 88480 248058
-62.9628637929 -1200.75639365 0.31868667726 100972 239249 90836 248111
-63.9653963778 -1187.62076145 0.0723440714578 100413 239275 101656 248158
-64.9073958331 -1176.30954124 0.652649930145 99917 239706 95631 250734
-65.8881489112 -1164.53997546 0.859181504392 99131 239776 101720 250211
-66.8341427528 -1153.90267074 0.426351813573 98494 239942 89455 251899
-67.8526837311 -1142.13497647 0.529737560147 97989 240044 104391 251919
-68.7878623554 -1132.67176037 0.380313895498 97075 240226 101448 253666
-69.7426010999 -1123.40376644 0.365475900356 96597 240151 104827 254050
-70.6799178898 -1115.07156581 0.730936430086 96201 240431 102543 254594
-71.6306562796 -1106.77719322 0.650413119069 95364 240489 100224 254735
-72.5943173732 -1098.93826835 0.848183882524 94553 240574 99648 253313
-73.5581626969 -1091.60690433 0.296418373439 94201 241074 91656 254523
-74.5694705541 -1084.19041422 0.0682152240547 93607 241253 88200 252862
-75.5973701583 -1077.12598419 0.228862531605 92961 241127 98846 251499
-76.5618232175 -1071.18423814 0.619873663195 92325 241353 105559 252434
-77.4918461007 -1066.05311198 0.402286604267 91950 241770 102715 254700
-78.4418758429 -1061.07832279 0.333591974723 91170 241963 94386 254958
-79.4385177814 -1056.01397377 0.749943246276 90500 242272 92001 254065
-80.4468855283 -1051.24987284 0.862902712443 89485 242232 92570 254163
-81.4521985193 -1046.94643326 0.681545436806 88925 242493 93251 255096
