# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 710164 757371 289201 757371
-0.971104999519 -271493.146669 0.619705172897 678096 756991 366891 959854
-1.93994338371 -19074.4155688 0.527994130255 655712 756547 388901 1039498
-2.92607087798 -2817.73413619 0.418497617318 643520 757175 402936 1063168
-3.90141143125 -936.131940457 0.716985969736 631253 757345 416642 1075707
-4.85859258893 -590.203809516 0.970709416386 615135 757679 408652 1087909
-5.84126583729 -508.340844595 0.136146270336 588690 758089 402262 1083649
-6.83378769337 -485.316169502 0.54731844656 554570 758067 384804 1077655
-7.85841036569 -475.718328354 0.650623604473 517948 757952 416954 1063155
-8.80525889052 -470.903925563 0.120005016266 488577 757875 421866 1086915
-9.76061260092 -466.593046833 0.0660375406246 468975 757481 413202 1092393
-10.7374731907 -462.296348801 0.596812467286 454458 757690 388108 1086664
-11.7619462185 -458.181847855 0.922126296728 440395 757567 384927 1064945
-12.7764901152 -454.70428674 0.807672583913 425684 756562 394681 1059918
-13.7664619152 -451.893914883 0.99459271626 413860 755939 404695 1065923
-14.7403224099 -449.56049441 0.502078623376 402262 755491 377014 1075292
-15.7799468102 -447.406856309 0.618353649585 391359 754232 381070 1052868
-16.7933640267 -445.648132987 0.544496803943 380842 753603 342711 1054334
-17.8943476624 -443.985512489 0.651904120741 372406 751335 359376 1020534
-18.9300613423 -442.30876751 0.4075703666 377509 750407 366620 1029787
-19.9569151917 -438.730561329 0.998765459396 381389 750582 361417 1032760
-20.9977969639 -433.825466337 0.911512565118 376947 751327 362504 1029446
-22.0335905008 -428.433431205 0.888788253384 373003 752146 360155 1033261
-23.0777194269 -422.591332611 0.93433288029 368312 752547 357693 1034527
-24.1284355646 -416.43172054 0.879860576546 362665 753163 387368 1034841
-25.1141282655 -410.468485875 0.200126481637 356443 752846 389015 1056617
-26.1134759315 -404.18976212 0.676601312223 350146 752357 401908 1061260
-27.0894535854 -398.0825958 0.548266784912 345660 752408 391400 1070279
-28.0943683138 -391.865459921 0.506628544986 340376 752540 403994 1062449
-29.0669717613 -385.908221683 0.421756778927 334206 752859 437281 1071848
-29.9806424268 -380.407759345 0.775646810694 331635 753722 445779 1099410
-30.8991414447 -374.89651141 0.28964110905 325921 753597 430353 1108662
-31.8542582041 -369.366903803 0.983932238196 320865 753373 421913 1096368
-32.8167059595 -363.889467294 0.813543527952 316586 752588 361248 1087258
-33.9004317469 -357.844460521 0.763132875191 311074 751979 376482 1038112
-34.91217324 -352.563827141 0.227797179445 307672 751579 393118 1046599
-35.8949964409 -347.637269328 0.571678969703 301279 750080 384952 1058557
-36.9045169915 -342.878303541 0.344863364828 297724 749628 375949 1051957
-37.9283343986 -338.308282795 0.606723697659 292254 749207 382718 1044357
-38.9315111525 -334.279019028 0.534717870797 288341 748476 372576 1046592
-39.9585022002 -330.488538276 0.330790383414 284307 747956 378828 1038243
-40.9652465615 -327.114362525 0.223484686214 279984 747216 372695 1043630
-41.9896413677 -324.020314215 0.130027620054 275781 746454 381646 1037304
-42.9895482752 -321.321807306 0.944629499721 272543 746801 379268 1045801
-44.0013105836 -318.908269683 0.910297624532 269295 747068 358623 1045562
-45.058647782 -316.683096922 0.928445180981 265392 746938 342219 1029862
-46.1414545177 -314.685048611 0.142688690341 261479 746521 372341 1015846
-47.1444589212 -313.060989214 0.667198394758 257702 746332 409648 1035968
-48.0846959593 -311.752073626 0.83589281723 255493 747036 399234 1069301
-49.0724505352 -310.527709053 0.103783300617 252313 747822 409839 1066316
-50.0361075475 -309.499868586 0.28187341771 250525 748628 391789 1073804
-51.042921998 -308.566369166 0.838421850518 246896 748311 372212 1060157
-52.0813364695 -307.717706555 0.882815731654 244366 748297 332794 1043726
-53.1975968983 -306.925336042 0.906086686448 240994 749123 344484 1012720
-54.2613118358 -306.297243006 0.580388910513 236973 748348 358460 1018451
-55.2974261236 -305.782158123 0.305046316004 233990 747088 388254 1027679
-56.2755266048 -305.37811541 0.880874172328 231475 747186 370685 1049495
-57.3089667239 -305.007442703 0.0101953679195 229276 747770 392264 1040156
-58.2885026874 -304.708210861 0.140649911043 226981 748976 425314 1057294
-59.21417831 -304.460614889 0.946762715849 225410 750183 402969 1089956
-60.210055072 -304.223095787 0.445490664845 223556 750826 380554 1077125
-61.2434114108 -304.010126337 0.521431642294 221181 751316 362859 1087374
-62.3235998638 -303.82049406 0.714834802695 219188 751928 338040 1093513
-63.4658330565 -303.651423444 0.553407837499 215661 753600 333360 1060774
-64.5940929448 -303.512800366 0.412054402543 213181 755514 356218 1057260
-65.6660748812 -303.407329443 0.412476460567 210111 756412 372410 1080862
-66.7200534632 -303.32007667 0.244173016483 209401 757992 411987 1098850
-67.704263862 -303.250118635 0.954415751708 207848 758807 454555 1139132
-68.6358614298 -303.191636024 0.608757885712 206654 758754 459949 1181650
-69.5881845726 -303.137471725 0.34030963295 204924 760633 496436 1188977
-70.4805824115 -303.093373164 0.880808602645 204391 762532 501799 1227356
-71.390562384 -303.05382597 0.639886529122 202993 763252 0 0
