# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 379677 392812 128864 342412
-0.986180002876 -11840.7545509 0.0767508082894 340623 370253 175383 467575
-1.97300663048 -1400.640037 0.338008020967 325257 369240 188293 512613
-2.97406606074 -464.64547364 0.131179867791 304427 366955 194513 523706
-3.96735097191 -178.776196201 0.562943685274 293608 361428 204889 524353
-4.92469771549 -121.144757683 0.160634697277 291100 369507 202012 542669
-5.91630712532 -107.332544637 0.901880382656 273060 367218 196999 537666
-6.91915799695 -103.688439235 0.811681318829 249306 363678 195016 528913
-7.91757066092 -102.290175087 0.505876922476 228323 364239 191824 527577
-8.92578514575 -101.412189537 0.382991008844 206608 359537 184803 519588
-9.94925748597 -100.213544693 0.746096568054 197360 350406 185720 503580
-10.9475272381 -98.5321145339 0.0850406092583 190311 342975 171099 497082
-11.9929258955 -96.0209669186 0.563974072757 177537 326161 175603 465536
-12.9759446098 -93.2814353871 0.155967269351 174698 329559 170577 473536
-13.9901885187 -90.3533466269 0.234587812518 164457 319605 172711 458583
-14.9743452537 -87.6699918572 0.466526002862 162542 322437 173000 463454
-15.9644840476 -85.2285745187 0.740153984654 160984 326950 164891 468327
-16.9939734883 -82.939026048 0.600700354911 150676 311184 166812 444432
-17.9805763331 -81.0710676618 0.87778394279 147626 308845 173281 444037
-18.9409468693 -79.5270228836 0.964919712215 147814 312064 179734 453641
-19.8906611257 -78.1577625728 0.443756913331 147215 315148 171084 463228
-20.8880053109 -76.931478476 0.0970293754915 143825 314397 171716 453773
-21.8689962774 -75.966977915 0.485201832037 143335 319123 159649 459176
-22.9066100755 -75.1416831148 0.308430494391 135702 310139 178370 438094
-23.8383203864 -74.5903902263 0.992194811514 135694 316576 171175 463358
-24.8354946971 -74.0920800802 0.127541938414 130653 314191 159892 453692
-25.8640402144 -73.6659567132 0.594476342796 122514 303369 171870 431666
-26.8112444859 -73.3664890087 0.708256598963 121142 309850 165856 450110
-27.8101565615 -73.1127432021 0.618752799959 115243 301728 170685 435910
-28.7684905214 -72.9188537787 0.787297723159 113658 305344 162143 444428
-29.7740108838 -72.751588574 0.721186076007 110394 302621 149887 433002
-30.8137270643 -72.615822988 0.0641965804 101937 285207 140749 403401
-31.8474724141 -72.5042096649 0.0746514832488 95591 272237 130929 381187
-32.8901793325 -72.4126003062 0.529707477224 89710 261357 137328 360753
-33.86894156 -72.3451654717 0.645026385438 87813 259969 150196 365624
-34.7990569835 -72.2958835796 0.15843263256 88220 266231 156264 384800
-35.7354292606 -72.2554636884 0.74882696257 90040 275623 155262 400136
-36.7009056193 -72.2227473905 0.642466895741 87276 272454 135069 396007
-37.748588143 -72.194090453 0.445094793049 79096 250204 118479 353543
-38.8046828009 -72.1717710519 0.137874793342 71192 230876 103386 317767
-39.8749494006 -72.154632047 0.294679721154 63479 209766 105977 281469
-40.8619542591 -72.1426594628 0.111600724745 60906 205197 94250 279597
-41.9095701093 -72.1322029306 0.953079262127 54282 184853 98016 247492
-42.8701469606 -72.1250452006 0.508555308853 52324 182036 101087 248308
-43.8155629195 -72.119592196 0.331708508352 51705 181580 91180 251069
-44.8223612704 -72.1145933288 0.0494046971121 47392 168892 88194 228423
-45.7976418466 -72.1109089624 0.721042409579 43618 159685 77271 216163
-46.8116528595 -72.1077574265 0.553258365458 38613 142855 71728 188541
-47.7961579373 -72.1054343954 0.418086824144 35085 132256 60106 172364
-48.8190948282 -72.1034495389 0.72651692108 29176 111618 44719 140101
-49.8714213119 -72.1017606062 0.805074316505 21956 85345 28984 98387
-50.9342246787 -72.1004854829 0.996105228054 14142 56276 15872 53655
-51.9728699555 -72.0995829705 0.92035839637 7689 30914 4148 15176
-52.9893401108 -72.0989259539 0.920659122829 1909 7830 0 0
