# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 347288 359286 133472 359286
-0.993964790625 -245445.927958 0.868116062131 324285 359129 154453 410141
-1.97876596235 -16850.8211862 0.667005349246 306673 359461 166368 430478
-2.94604374006 -2674.88592175 0.369982819048 300077 359807 161046 440389
-3.94999824216 -872.551481445 0.922508822093 294214 360362 160163 439679
-4.95651866247 -562.372393784 0.420315959544 286016 360379 167390 439427
-5.93328328665 -498.423242222 0.236997091477 273532 360270 159492 442239
-6.94642758191 -480.292415384 0.288638642954 255663 359795 164875 438545
-7.93198625886 -474.266974377 0.107111602925 238222 360206 165499 440676
-8.91823631437 -471.305996189 0.939884452165 217469 359718 154876 441054
-9.94887791766 -469.233961106 0.896581209224 198883 359772 153243 437092
-10.9804509037 -466.182590922 0.311955732432 194225 359759 156639 434388
-11.9936056373 -462.768542483 0.578149421671 188729 359581 156673 434396
-13.0066302196 -459.463835067 0.942410176472 182114 358591 154259 433454
-14.0283768024 -456.731598254 0.647299288153 176666 357922 146461 430872
-15.0797116336 -454.433013669 0.688319346287 171100 358361 157662 429429
-16.0810282799 -452.708712417 0.0940468248459 167482 358911 163463 434272
-17.0658426937 -451.286713869 0.179958873179 163692 359921 150932 440011
-18.1116855052 -450.04109836 0.701155261081 160203 360120 156438 433480
-19.1243010477 -449.087172809 0.735477092691 157729 360465 165058 435733
-20.1048637043 -448.334748274 0.154468405395 154857 360848 162689 442417
-21.1051376777 -447.70089587 0.0545391288258 152575 361204 161191 443890
-22.1137551785 -447.181244728 0.745938356368 149626 361587 152760 443975
-23.1577450787 -446.765155793 0.531247415943 146096 361672 157483 450390
-24.1914015287 -446.461058616 0.366848221549 142613 361511 167912 476851
-25.2209856254 -446.232753693 0.809795511798 139066 361420 195538 497793
-26.1752835957 -446.079117058 0.960629674016 136554 362005 205191 520662
-27.1266321947 -445.956852857 0.0927777300028 134838 362083 188223 533431
-28.1558348883 -445.848752476 0.00524067110505 132122 362412 205476 521024
-29.1066787711 -445.774122781 0.452557569678 129562 361656 195728 535495
-30.1112354811 -445.710639268 0.646610009798 127134 361719 184061 525796
-31.1458084992 -445.660170271 0.268052321778 125203 361989 188297 514446
-32.149339799 -445.622359726 0.291492035846 122959 361681 205835 518273
-33.0952354946 -445.593963136 0.216510928444 121518 361990 193910 536240
-34.1073344754 -445.568765642 0.966924652528 119179 362326 170922 524543
-35.190827835 -445.548133156 0.0686614407095 116356 362167 164778 501450
-36.2675343536 -445.532713139 0.374422888527 114189 362104 170976 495189
-37.3107884934 -445.520888397 0.833898861634 112238 361574 0 0
