# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 424028 466481 169407 416081
-0.932872009183 -7214403.63261 0.590621649632 412976 460225 257992 597822
-1.81422963082 -3552364.85303 0.503860404653 442803 498956 275582 725426
-2.78958045974 -1896197.67173 0.691038745003 448580 511275 251226 755049
-3.86615860339 -1009639.81286 0.409789552693 421562 486156 233692 705709
-4.94501589642 -544406.907188 0.932503751854 398981 463205 240362 665169
-5.95837849128 -306429.427024 0.516718916004 394382 462402 242742 671155
-6.9711036438 -180810.441901 0.847450046335 386455 456327 225085 667405
-8.03548935802 -111515.77482 0.0675607476718 374344 446011 217628 639424
-9.09252957153 -74057.1905849 0.0561729448124 361268 433214 249065 619227
-10.0261984892 -53763.4664182 0.776195226875 376274 452917 261725 670378
-10.9812881691 -39582.5786575 0.392898185643 382730 462723 247770 692637
-12.0023860705 -28647.8020932 0.0800743154638 387145 470349 248748 686516
-13.0138220307 -20959.1624729 0.694714703163 388137 474589 243185 691649
-14.0478311145 -15493.9361433 0.572730534312 372362 459415 241970 671026
-15.0627902793 -11688.4971753 0.491120994274 372767 462652 246203 672940
-16.0669155301 -8935.12694921 0.786939670335 365661 457277 245184 671890
-17.072976083 -6927.98487573 0.733477445681 361051 453172 229355 666636
-18.122700806 -5342.06960839 0.749470997021 342521 432699 252866 630457
-19.0581990368 -4337.90464048 0.796828629296 353164 449281 247720 670480
-20.0549688052 -3555.15810653 0.271698890448 351473 449115 256598 665090
-21.0191427359 -2977.29471634 0.0335837438705 357902 459857 243985 684851
-22.0432415047 -2530.57960557 0.770685178431 354343 459550 272917 671861
-22.9679704762 -2252.6422828 0.361121247893 365537 478841 256582 720005
-23.9921504106 -2026.71631356 0.758889246387 359562 476424 257052 701375
-24.9950034209 -1872.64572554 0.726042938089 359462 483607 253874 709015
-26.0154922831 -1764.04322945 0.0574251952265 353219 483521 258166 705809
-27.0198497167 -1688.62653167 0.977553085774 350105 489658 250941 716166
-28.0567409468 -1632.54242603 0.385766692305 339436 484966 245496 704305
-29.0974071872 -1592.41841918 0.620678361154 324671 477885 241834 691775
-30.1357138068 -1563.10517837 0.270464007034 311715 473840 257259 684022
-31.1190183515 -1542.45401392 0.99240154153 301748 473477 263134 699072
-32.1016127227 -1526.23426591 0.721948540371 292274 476437 240637 707990
-33.1611784242 -1511.53150541 0.420786234017 271556 459982 233873 669005
-34.1991661296 -1499.34962371 0.828104430241 253661 442653 236841 644847
-35.2003717727 -1488.77778218 0.388302524094 249800 443326 235295 648531
-36.2106671042 -1479.33534834 0.379706258048 240676 437499 228775 641082
-37.2331302446 -1471.1162662 0.924770415477 229713 425541 224537 622652
-38.2477680672 -1463.96284591 0.645295565854 224392 424281 228581 617140
-39.2427759708 -1457.7069134 0.736386304721 224964 433390 232051 630401
-40.2423322596 -1451.9541446 0.88534639703 220267 432800 198186 633194
-41.3591554062 -1445.86505717 0.776179628396 199502 399793 198015 566269
-42.3952586677 -1440.19872169 0.863103680954 190930 389069 186283 555493
-43.460385554 -1433.30440612 0.507678061884 182443 376326 220677 530977
-44.3730258036 -1425.99746552 0.681865254652 191543 395330 197799 584259
-45.432420294 -1415.26135437 0.181031303185 180653 375803 195862 541924
-46.4449286511 -1405.0513909 0.248625787162 177293 372075 177686 536357
-47.5177242883 -1394.19439545 0.466392059387 164700 347980 168359 494030
-48.5697527066 -1383.56128895 0.704156665195 160910 341734 178469 478498
-49.560352501 -1373.65438873 0.459598412738 160404 344070 187511 490834
-50.5342778826 -1363.65951496 0.618099105451 157621 338365 199488 494156
-51.4694026873 -1353.54559919 0.760358330903 163823 355404 182983 523290
-52.5046820625 -1341.51161435 0.684058774412 156910 342639 174549 493910
-53.5321444957 -1328.87661766 0.294870222909 151772 332981 172202 475922
-54.5433986074 -1315.95338765 0.966425148578 147072 323653 169154 464257
-55.5498871146 -1302.35978757 0.94390479512 145615 322963 172328 460507
-56.5383634734 -1288.4616935 0.844536594833 146465 326966 177035 467553
-57.5187667682 -1274.62779096 0.252844578617 146195 330347 177984 475749
-58.5073054041 -1260.33999575 0.330436510441 144652 329541 180444 475835
-59.4865587341 -1246.94511364 0.839422920974 143375 329462 178734 478170
-60.4756753875 -1233.47248106 0.064081329898 141844 328939 167314 476118
-61.506605693 -1219.19536394 0.00228570713415 135177 317301 175259 452994
-62.4725922502 -1206.54546444 0.994174036338 136959 322892 176078 466494
-63.455159765 -1193.70468779 0.52666311917 138646 329772 192756 474242
-64.3863316182 -1182.03197261 0.571236693411 142868 341243 203473 502301
-65.3186955412 -1170.66799985 0.180401313384 147376 355037 213896 526858
-66.2485007106 -1159.73840311 0.207694678295 148837 361485 200098 543722
-67.2482391132 -1148.02823801 0.550707227686 148576 361575 193976 530086
-68.2519671547 -1136.9483198 0.646425073882 143086 351920 184155 514273
-69.2706915769 -1126.37368851 0.62521374935 139534 347762 185875 500296
-70.2638568283 -1116.79621443 0.437440255471 137014 343045 167000 497253
-71.3258036545 -1106.98265265 0.4570568759 128190 323200 162046 458563
-72.3526593383 -1098.17886794 0.225101401535 123065 313225 169504 443497
-73.3271114544 -1090.51858491 0.15816054676 123573 315163 172952 453084
-74.3022299505 -1083.3913493 0.0593315564345 121498 313213 172525 454509
-75.2811265908 -1076.62070228 0.510976168083 118707 308974 172609 449758
-76.2526627509 -1070.49618868 0.751198550065 118688 310900 167930 451870
-77.2458595481 -1064.71456952 0.816789341821 116234 307248 158026 443510
-78.266993402 -1059.3217993 0.964221645434 109478 292218 154211 418603
-79.2660814062 -1054.50608577 0.678895443335 107436 289356 153900 411903
-80.2559979043 -1050.11305506 0.764059181037 105026 283374 158055 405677
-81.2186282082 -1046.14508684 0.370954961566 104113 282738 140248 409062
-82.263610724 -1042.12907087 0.548598725099 97067 267008 143012 375694
-83.2420642471 -1038.68266645 0.867889625619 95481 264369 142318 375739
-84.2236783297 -1035.54197178 0.887139936335 94293 263585 137140 374225
-85.2260896578 -1032.54286806 0.0463192451166 90379 255081 136071 360576
-86.2102897455 -1029.96281981 0.0539729596788 89222 253190 139166 357597
-87.1753011638 -1027.66845641 0.146672831771 88784 256050 147716 363569
-88.1126488908 -1025.6554664 0.376704994299 91564 264035 155357 380067
-89.0450212058 -1023.77158304 0.298884399826 94672 277173 168574 400867
-89.9571377335 -1022.09385275 0.385988501933 100275 294873 168074 431710
-90.9194590683 -1020.42214572 0.0126439555441 100557 298148 152415 434605
-91.9507828243 -1018.73445658 0.397486109354 94420 281702 150217 402456
-92.9414407201 -1017.30145046 0.47250697801 91723 275856 145001 394419
-93.9418702717 -1015.97949883 0.215778264277 88458 268416 141898 381771
-94.9353702913 -1014.78658596 0.957117907246 85770 261712 134770 371872
-95.944698911 -1013.66429964 0.96812188271 80994 248479 130356 351624
-96.9399809133 -1012.67262636 0.419867789124 77514 241528 124421 340196
-97.9435072541 -1011.7683915 0.476309546462 72455 227291 113815 320143
-98.9634975016 -1010.90336636 0.820617878946 66676 211122 100587 293321
-100.002749154 -1010.09143557 0.160920740455 60443 193095 89787 261969
-101.040314922 -1009.37575956 0.360218974224 51907 168311 76787 226516
