# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 403660 443617 141200 393217
-1.01534945847 -6341108.15484 0.891434218412 363881 408672 211499 517879
-1.94124451599 -3159696.88911 0.269808397556 375120 427429 229268 607491
-2.9225016475 -1769908.45673 0.757444441126 373100 430396 244902 628046
-3.87922402531 -1039606.78816 0.519290497221 388894 453429 237804 666512
-4.90205693049 -573693.322482 0.0401869681971 373361 440014 214536 646280
-5.97737389541 -314750.11615 0.532166002118 356504 424301 234765 607030
-6.94058477397 -193699.0409 0.193459180944 357971 430338 213546 633442
-8.00437469617 -118994.060863 0.356443515977 343727 417855 238355 599630
-8.9473764282 -82983.4218976 0.957128065952 351708 429917 256470 636666
-9.87942156809 -59878.7236566 0.617398289828 354145 435947 239847 660774
-10.8894244579 -43021.5215952 0.732558300599 354073 438674 245043 646832
-11.86753449 -31772.6117354 0.718845072137 358840 447367 232212 660689
-12.9014300054 -23141.6954838 0.65898623115 346036 433440 232603 634060
-13.9035069683 -17195.5144866 0.188883922637 348470 438657 242661 639517
-14.8804819446 -13069.3917933 0.25934452701 348631 441508 249922 652559
-15.850353211 -10059.1999803 0.333651372525 346249 440437 228911 658650
-16.8924927123 -7655.53636518 0.769735598354 332439 426031 230851 623213
-17.8874217677 -5986.36534614 0.359073214989 329194 423089 227979 622213
-18.890384026 -4755.05736426 0.890559422785 326385 422032 227891 618451
-19.889172296 -3859.75835048 0.816111742062 327109 424773 233917 620913
-20.871637188 -3207.00666061 0.605697470512 333977 435204 252747 637542
-21.8157519935 -2741.09720939 0.471056719538 342923 449028 271524 670017
-22.7423492799 -2406.01137377 0.228436419086 359094 471461 265217 711429
-23.732234621 -2136.24692721 0.443145205529 355577 469379 241607 702976
-24.7834040749 -1935.48996867 0.860782421199 349833 464638 233620 674564
-25.8284008809 -1801.49652617 0.279933377412 339484 454461 220362 656399
-26.8958438019 -1706.13995369 0.692910732114 321503 435041 220766 623731
-27.9241235158 -1642.29177453 0.86640517483 316843 431266 241274 620402
-28.8829811246 -1600.65378813 0.189429301706 318015 439999 259331 649679
-29.8216288254 -1572.0108037 0.118617410137 325029 455747 286127 683310
-30.7225445056 -1551.73461302 0.0398392030731 343177 488516 277426 743011
-31.7111152837 -1534.63175795 0.207468269357 343463 499656 286517 745506
-32.6773032103 -1522.13023846 0.950484977713 342237 516806 310479 771566
-33.6070733996 -1512.78589149 0.368164241085 343625 540911 285359 819769
-34.6502421171 -1503.40504573 0.275722622682 315466 527112 279993 780800
-35.6700507164 -1494.05101422 0.525480367922 302398 521821 309081 770189
-36.6020022331 -1485.42539559 0.776804741763 310622 541083 296508 818572
-37.6141462529 -1476.71225804 0.284381932688 306868 543561 286734 808454
-38.6426778166 -1468.76805866 0.808862523336 297111 532887 295898 787873
-39.626534481 -1462.14202438 0.573744691536 299778 543643 283099 807965
-40.6644920734 -1455.97974982 0.426951477911 298050 547223 297416 798585
-41.6548773251 -1450.78720012 0.604628359626 302830 565241 314196 831061
-42.6332924906 -1446.15012745 0.129127618806 303510 575884 306722 858436
-43.6563645668 -1441.7130192 0.422330914237 289197 560571 302877 835674
-44.668110032 -1437.63268609 0.0580389670644 274529 546000 162257 817191
-46.1165670349 -1430.79446896 0.188258645841 187552 394251 110672 524898
-47.4723055267 -1420.72322649 0.85997563041 125530 277512 116354 356543
-48.5442269978 -1409.55864785 0.542566445592 113243 252010 133419 336749
-49.4990060847 -1400.16510942 0.40555229285 115392 258460 140477 360272
-50.4627062125 -1390.59225968 0.707420508626 115035 258531 133792 367324
-51.4688844272 -1380.22198272 0.169856795204 109945 249722 124158 351892
-52.4942166972 -1369.57086333 0.287101910259 103498 236824 132552 329334
-53.4397027325 -1359.56656757 0.143259049449 103989 238554 135915 339484
-54.387844482 -1348.44994946 0.933179378433 106636 246145 139473 350374
-55.3389648522 -1336.58150388 0.583661258555 105032 242698 129055 350484
-56.3384008813 -1323.08865348 0.554673651859 100374 234032 120107 331521
-57.3475146684 -1308.93935885 0.379485419242 94238 223191 118888 311570
-58.3260691275 -1294.98705122 0.917275327884 90211 213500 102628 300815
-59.3686134158 -1279.63504357 0.518096300059 81631 195900 94623 266903
-60.3885682617 -1264.18587768 0.344758808028 76042 183404 101014 246403
-61.3303375298 -1250.06249621 0.381055517856 77133 184891 99015 254276
-62.299685877 -1234.88860651 0.834590445764 73701 178039 101026 245426
-63.2393088245 -1219.82447456 0.899680369539 73222 177886 96000 247220
-64.2105539825 -1204.35096978 0.581448518287 69905 170116 91331 234448
-65.1808388161 -1189.15971176 0.220630156979 66837 162720 75550 222327
-66.219615436 -1172.16697184 0.905367090854 56338 137863 65519 181801
-67.2287886817 -1156.42967104 0.242842386509 49501 122397 47654 156249
-68.3017052022 -1139.13320691 0.554224819667 36608 91265 39060 107274
-69.3050288765 -1124.50743328 0.148509829047 29629 74401 31625 81803
-70.2914911292 -1111.61991609 0.591478752229 23495 58489 22348 58460
-71.2834117037 -1099.0943427 0.542635114959 16396 41084 10362 31824
-72.2978328655 -1085.51940423 0.479374877003 7951 20253 0 0
