# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 219442 228186 83473 228186
-1.00284353359 -227570.810541 0.416021433537 209122 227869 91337 229519
-1.96227474834 -19200.7174166 0.303318698054 203049 227962 88478 230712
-2.94094162919 -2899.26800816 0.275372978011 199362 228197 86665 231128
-3.93119913446 -929.834950138 0.884173930696 194851 227864 81006 230336
-4.95378749027 -576.217704734 0.280182715059 188710 227477 82602 229820
-5.96551050565 -503.84260058 0.21835008588 179502 227218 86597 229274
-6.95208519447 -483.826158034 0.18930022896 168662 226989 85107 229016
-7.94695322786 -475.308308557 0.46774309294 157405 227296 86650 229368
-8.93342162993 -470.407796794 0.304245369768 147210 227474 85229 229735
-9.9291482537 -465.92947273 0.800658367082 142152 227918 80430 230650
-10.9559623106 -461.310787121 0.583228198906 137340 228030 79370 230860
-11.9897753302 -457.132015905 0.312713738173 132922 228583 84061 231339
-12.9960319041 -453.795726978 0.828968060466 129191 228552 83517 231513
-14.0059470121 -451.045478002 0.969260550929 124642 227823 88684 230439
-14.9828070123 -448.884638083 0.227928463609 121105 228074 90142 230743
-15.9518433865 -447.030334547 0.468888099481 118348 228417 88980 231809
-16.9299861025 -445.435069628 0.540384970792 115254 228789 84831 232946
-17.9351498309 -443.96397797 0.370492284089 113834 229367 83208 233904
-18.9521704465 -442.29208517 0.132334712795 115821 230184 82996 236156
-19.9753833196 -438.57644396 0.205150703522 116862 231038 80842 237586
-21.0148216813 -433.482981172 0.500159027108 115916 231507 85416 237177
-22.0257150516 -428.105968589 0.0341504572497 114858 231633 87175 237101
-23.0260076483 -422.581549172 0.907624870184 113216 231847 83672 236988
-24.0469462399 -416.577834942 0.382258684798 111101 232045 86048 236753
-25.0531569266 -410.315248164 0.277451149882 110026 232445 89479 237995
-26.0418816327 -404.190043038 0.46443503411 108307 232681 90562 238106
-27.0245604985 -398.13873555 0.762017932106 106857 233348 92641 239235
-27.9977236938 -392.183556168 0.0378836695348 105175 233425 93044 239736
-28.9696672393 -386.349537422 0.829783992714 104116 233596 92555 239196
-29.9432379964 -380.499257305 0.739123149285 102555 233566 91103 239112
-30.9249678413 -374.686425349 0.416663652532 101205 233655 91117 239235
-31.9068827194 -368.978604146 0.314343702852 99674 233713 84256 239987
-32.9307980284 -363.051640261 0.0883917394684 97763 234031 83389 240786
-33.9616556558 -357.462112069 0.673069395704 96950 234518 91987 240972
-34.9423110008 -352.447469086 0.268516434928 95810 234933 97653 242158
-35.8935163885 -347.871809653 0.291454822479 94243 234520 91420 241972
-36.8795812176 -343.204323874 0.577260329082 92993 234002 94587 240639
-37.8447084112 -339.017711079 0.249395096467 91831 234329 89803 241192
-38.8384503325 -334.94227929 0.144334959423 90579 234568 80499 241598
-39.8886554633 -330.847413439 0.439109608841 89258 234696 85244 241795
-40.9105473308 -327.31010575 0.75944021027 88248 234820 91815 242528
-41.8955339474 -324.378126524 0.387180563055 86680 234878 89653 242866
-42.8937431168 -321.615042505 0.696278055897 85654 235257 87485 243792
-43.9066266525 -319.155820831 0.496040563936 84932 235645 88794 243697
-44.9116249318 -316.971990353 0.820570830058 83839 235749 92103 243813
-45.8977113818 -315.1112203 0.855013112946 83120 236468 92782 245182
-46.8828357899 -313.505809173 0.363202526737 81788 236086 98078 244323
-47.836319218 -312.167648962 0.236900655316 81021 236198 104162 244478
-48.756953794 -311.045248131 0.674637323898 80070 235761 86984 244556
-49.7744264259 -309.864020812 0.189678357249 78702 235244 89984 242658
-50.7702660548 -308.883464144 0.942772310889 77760 234138 84327 240226
-51.794270475 -307.978459128 0.52305587656 76696 233965 82652 239046
-52.8258333232 -307.196243689 0.10164858315 74885 232839 78688 237186
-53.8776984272 -306.52074975 0.316598628877 74324 232762 72806 236710
-54.9657604801 -305.904130082 0.875252827396 72914 232459 77250 235680
-56.0233266581 -305.42795442 0.15186503051 71455 231237 75148 233328
-57.0890241381 -305.024473355 0.605921787489 70150 229091 80043 230949
-58.1188777878 -304.703761328 0.30693686164 68409 227730 84416 229189
-59.1182651621 -304.446755743 0.8110695741 67122 225698 78147 226422
-60.1498603161 -304.20918303 0.487385053055 66113 224120 65675 224346
-61.2577730716 -303.985755176 0.0655808079832 62093 212129 84292 224885
-62.2483538109 -303.830439607 0.673533827043 59070 204663 82468 224138
-63.2482795172 -303.698387946 0.976939784584 56808 198610 79975 228215
-64.2725193893 -303.58013679 0.0867585079854 54830 195377 76374 239737
-65.3443870106 -303.475494653 0.650724314821 51553 188489 62035 239561
-66.5106145269 -303.382710383 0.809517850259 33597 120988 46729 151445
-67.5779490241 -303.306463845 0.0382001764346 28956 106181 39423 121283
-68.6197519342 -303.244793486 0.171676611453 28486 106313 38856 114001
-69.6448852517 -303.194047326 0.603876979494 28314 106246 33854 113503
-70.7107186714 -303.147413293 0.703269297948 27730 106174 32518 108377
-71.7728021679 -303.109313036 0.90626958196 27533 105926 0 0
